data,assunto,veiculo,link,eixo_institucional,abrangencia,campus
2024-12-14,VOCÊ ESTÁ AQUI: Início IFBaiano – Cursos,Prefeitura Municipal de Caetité,https://news.google.com/rss/articles/CBMiVEFVX3lxTE50MlFRTDNkck9LNkJobk56bXFzTXdzdktsY1NQRnBMNlZUV1gyd3RubGg3VVhBWlMtcFBxalRPS0tuRWNRRnVFS1lZNy14ZlFaZHFkSw?oc=5&hl=en-US&gl=US&ceid=US:en,Ensino,Governamental,Geral / Não Especificado
2024-12-14,IF Baiano de Teixeira de Freitas é destaque entre as melhores escolas públicas da Bahia no ENEM 2023,SulBahia News,https://www.sulbahianews.com.br/if-baiano-de-teixeira-de-freitas-e-destaque-entre-as-melhores-escolas-publicas-da-bahia-no-enem-2023/,Ensino,Imprensa Local,Teixeira de Freitas
2024-12-12,IF Baiano abre seleção para dez vagas em curso de mestrado profissional no Campus Guanambi,Agência Sertão,https://news.google.com/rss/articles/CBMixwFBVV95cUxQaVRDenV2NUVBXzNQanBGZ016VmtoMWw3SHlhZEVxa1ZWc1FGSGFBemU2dFlEUFM4OU16M2tScUd3eTFnR0taLWtock5rUGZCczdMZmx2eUJyOGMyTVFlMUNpNUxPMndsVU0yYkotSlBFcDJBQ1JOZmxQVWduQU13bzVCcDV6dGRKZTRrZGFScFdGelY5R29RZWRxNEtnZ2VfX2pQZjd4NFJONVZpVUM4S2NNbzM4eU56MDhBOXlnWElDYnloZzE00gHHAUFVX3lxTFBpVEN6dXY1RUFfM1BqcEZnTXpWa2gxbDdIeWFkRXFrVlZzUUZIYUF6ZTZ0WURQUzg5TXoza1JxR3d5MWdHS1ota2hyTmtQZkJzN0xmbHZ5QnI4YzJNUWUxQ2k1TE8yd2xVTTJiSi1KUEVwMkFDUk5mbFBVZ25BTXdvNUJwNXp0ZEplNGtkYVJwV0Z6VjlHb1FlZHE0S2dnZV9falBmN3g0Uk41VmlVQzhLY01vMzh5TnowOEE5eWdYSUNieWhnMTQ?oc=5&hl=en-US&gl=US&ceid=US:en,Gestão e RH,Imprensa Local,Guanambi
2024-12-09,IF Baiano recebe moçambicanos para curso de qualificação,Agência Sertão,https://agenciasertao.com/2024/12/09/if-baiano-recebeu-professores-de-mocambique-para-curso-de-qualificacao-no-campus-guanambi/,Ensino,Imprensa Local,Geral / Não Especificado
2024-12-06,IF Baiano abre 120 vagas em cursos técnicos gratuitos integrados ao Ensino Médio,G1,https://news.google.com/rss/articles/CBMipwFBVV95cUxOMjA1a0VteFltWmJRY0tDMEtGclFHRnpHZnd6YV9OX2FvQmJpeHhJUFBYOXVwYl9ob0FOMGZfaXIxcWFJTDhlYXFxaUtmdDJwRGNpTUNuY0FhSUpvazViZHVSLWlBTm5OZnMyRTR6aVJCNDZQZnFmb1Z6ZWVBLVpvUUx4cDZrYTU1anFGXzluNkVYNXJsRVRLTFFySVg2ZFUycEFUM3FDUdIBtgFBVV95cUxPNlFFY2xlTHZkai1jRlpYMmF1VjhLeC0zMWM4YlZYaXFDVDVEeWhIbVZpZGk5MzhobTY5LUJFc2JfSFVRYWtiRndRNnNBbG5hcFdvMTRqWXMycld5Y05ZaHktQVZSNnRQY0g3WTg5ODh6VWZUSnhheThEanRFQlZvMkU0ZVJGaF91UjlzM244OUczZ1ZOMWpxY1U0WDdVZVVwRk11aXA1cG1NX0JpWVN5VDJBN0RRdw?oc=5&hl=en-US&gl=US&ceid=US:en,Gestão e RH,Imprensa (Nacional),Geral / Não Especificado
2024-12-05,Alagoinhas: IF Baiano inaugura oferta de graduação em Administração com 40 vagas,Se Liga Alagoinhas,https://news.google.com/rss/articles/CBMiyAFBVV95cUxNV1Jyc2JsNHhOTnE1MXdOZ085by1aYWdtYXRuakY0RFptc29pZzVKVDVjSGk3YkJfaWQwc2xOQ2ZqZkY2cnZXSnRFQjdQRlNiZUNEa2NrbUZ6MkhtbWs2Tm5va2ZEa3FXd05OOXhPLVZORWpNSHFyUmN6Zko0VWViVUpxYVd0OGplQVVFMVFlbWxNVjhiczgzWjBZeUxURmVmYU9WVDZkc0d2THBZZkkxTURnSFNZTFVuUENfVEgtdWtUSjgxN1dpZw?oc=5&hl=en-US&gl=US&ceid=US:en,Gestão e RH,Imprensa Local,Alagoinhas
2024-11-29,Estudantes tem até hoje (29) para realizar as inscrições para o IF Baiano campus Catu,Mais Região,https://news.google.com/rss/articles/CBMi3AFBVV95cUxQUUQ0eTRCRFNqeElnQUZjSXM3NnlsMkt0S2xaR1NXaHdFMU9EajFaMzU3RTJmVWZ2c3FrNWlIT1ROUkhMQi04OVBRdmRXWmQ5TzNoZDkyanROTHdGR1cwUGVZc0RNRWd3YTFnazByMDRDZy1wV1VLR1k3QmM5ZE1qcFhUU3N4b0ZkZUJ0OTVUQzFTMnh4ODJQN0ZJU1MzUTJJZkZrV2ZLa3M4V1hrTU4xMEVXb1o3Wm52LW0tTEQyLWJsQ2drZkZjZmdXY0pBUm9uM3c3dTh5STNUWS1P?oc=5&hl=en-US&gl=US&ceid=US:en,Ensino,Imprensa Local,Catu
2024-11-26,Processos seletivos do IF Baiano e do Ifba ofertam vagas para professores em duas cidades,Agência Sertão,https://news.google.com/rss/articles/CBMixgFBVV95cUxOR3dTN25jdlNXYU1mVmd1ZlNSZzBvbkNGdVJCdzNZYVhIUGdCdl80WEFvWU5LS3QydkJWY1hFenlmRkRCYlRYcGNENHplSENpNjNIR1VMbF9QZlplclkxRnJUcU93ODJ4YkFhWXh6WFBVWkNXXzQ2UjVCd1lBQkN4Ym9QU2UxZXJMYTdpYTNYX3lyc1lhRzYzZ0xpSFVMaVFLSEZxRlA4RUx3ejdULU81Mk5PMGJaUFFhakY0RHllV3pwNm9jQ2fSAcYBQVVfeXFMTkd3UzduY3ZTV2FNZlZndWZTUmcwb25DRnVSQnczWWFYSFBnQnZfNFhBb1lOS0t0MnZCVmNYRXp5ZkZEQmJUWHBjRDR6ZUhDaTYzSEdVTGxfUGZaZXJZMUZyVHFPdzgyeGJBYVl4elhQVVpDV180NlI1QndZQUJDeGJvUFNlMWVyTGE3aWEzWF95cnNZYUc2M2dMaUhVTGlRS0hGcUZQOEVMd3o3VC1PNTJOTzBiWlBRYWpGNER5ZVd6cDZvY0Nn?oc=5&hl=en-US&gl=US&ceid=US:en,Gestão e RH,Imprensa Local,Geral / Não Especificado
2024-11-26,Novos campi do IF Baiano devem ser concluídos até 2026,Agência Sertão,https://news.google.com/rss/articles/CBMilwFBVV95cUxQWnJDVHdHTVYzSGFndGg0a0F1RGlZN1ZvcHhHZHZsZ3hNNHFFT1hMY0tLVWZhME40X0pRZW5uTktRZEhGZjJFUjN5OHdUZEJuczRaWTJlZGsydV9aRlRUT1NWOVJJWHBvX0ZjUTJIY3FVSjIxWVNqN2hHWDhQV3BYWmlfVG8zRFNmcHlWWWNTMHluWGZya0d30gGXAUFVX3lxTFBackNUd0dNVjNIYWd0aDRrQXVEaVk3Vm9weEdkdmxneE00cUVPWExjS0tVZmEwTjRfSlFlbm5OS1FkSEZmMkVSM3k4d1RkQm5zNFpZMmVkazJ1X1pGVFRPU1Y5UklYcG9fRmNRMkhjcVVKMjFZU2o3aEdYOFBXcFhaaV9UbzNEU2ZweVZZY1MweW5YZnJrR3c?oc=5&hl=en-US&gl=US&ceid=US:en,Institucional,Imprensa Local,Geral / Não Especificado
2024-11-08,Teixeira: IF Baiano abre processo seletivo para 40 vagas em Engenharia Agronômica,SulBahiaNews,https://news.google.com/rss/articles/CBMiswFBVV95cUxNMDlJaEhnVFBnblpTY3ZDQnFBcTUwOVpvaTRaTkQzYjBkZ3RwUzRkbGhlS3puT0VJLW5OQnpHakVSVzBSQTRUTFJ1d0pIS1JFMktxUXpFRjNjQmZaYjFQYXZSUmg5SXZGR2RleUpTcjhCTVozdlJkdndBeC1hMGwxeU54Zml2NVpVLXhOQmc0TUFrZFVBam4zSzFyeXZkZVpMb21VZlhfN2g1V0I1dU9fVVdFWQ?oc=5&hl=en-US&gl=US&ceid=US:en,Gestão e RH,Imprensa Local,Teixeira de Freitas
2024-11-07,IF Baiano – campus Uruçuca lança edital com 70 vagas de graduação,blog do gusmão,https://news.google.com/rss/articles/CBMipgFBVV95cUxQdFB2MTAzb0RaVGlRelJkdkI5cE1FS1RxSXdMY0F1RFNoaXNrRHBqaTRTSGhOaHUtckVpT2ViV3ZocTRKRVZnTEU5UUphQUJCYzdVbUR1ZUFQQ2VyczRabDU4VGgxZVdlS1c0NTVscllrYzVwZmc3cUtYRFRxRC1NRHBKbmt5bTFrU1MwR3FSZ0dkMGhSb09KSEVaXzRxSFpYRDVTbEd3?oc=5&hl=en-US&gl=US&ceid=US:en,Gestão e RH,Imprensa Local,Uruçuca
2024-11-06,IF Baiano realiza Workshop sobre Inseminação Artificial e Transferência de Embriões,Agência Sertão,https://agenciasertao.com/2024/11/06/if-baiano-realizara-iii-workshop-sobre-inseminacao-artificial-e-transferencia-de-embrioes-neste-sabado-em-guanambi/,Institucional,Imprensa Local,Geral / Não Especificado
2024-11-02,IF Baiano abre vagas para Professor de Geografia,Ache Concursos,https://news.google.com/rss/articles/CBMipgFBVV95cUxPMU1ONUM3YkpSeDN1MGV2U1NYeXNOcE50cjhROV9vRWI3enNUdUZOa19kYy1mcXZuMWMta3VEY3Q3QzZkMmt2WlgzQXpDTU9aRUV3V1J5YktJUnptM2NHeUhhQ2htRkM2d3BYUERHUnNaNnJuOUtGOVNBYlJONkJkdEw5ME16b2RmMEtYcVVTMlFPQXNJTDJSOWQyQUljMGRXb0taNHd30gGrAUFVX3lxTE5ybF9UQ0dyUXBHQTdjWE5aXzluazlnbVVSVUJzeWd6cG9LZXUzeEFCUElRQ19MZ19oSi1TUnFtdlFUSVlNVFZqU1ZNVWxDYXIzTVJTX2xrb1Z6YlY1dTl3X2pvRW5Ed0lXR2dXMjFnNVhiTUc5eHItVXdlNFhqUnl4ZVlHczBvaE9DenJZd0REUTZ0ZUJKdEpQZUczUVpZbDBSZ1RITzJYcVZldw?oc=5&hl=en-US&gl=US&ceid=US:en,Gestão e RH,Especializados (Nichos),Geral / Não Especificado
2024-10-29,Estudantes do IF Baiano conquistam medalhas em Olimpíadas de Foguetes,Agência Sertão,https://agenciasertao.com/2024/10/29/estudantes-do-if-baiano-conquistam-medalhas-em-competicao-nacional-de-lancamento-de-foguetes/,Ensino,Imprensa Local,Geral / Não Especificado
2024-10-24,ANA PAULA MARQUES DE FIGUEREDO O PROGRAMA INSTITUCIONAL DE BOLSAS DE INICIAÇÃO EM EXTENSÃO DO IF BAIANO: RESULTADOS NO PROCES,Portal eduCapes,https://news.google.com/rss/articles/CBMi5gFBVV95cUxQRGJFeWZ5WkwzcXczRnNnR2xwZ0xDSnhQM3hSRE1XdWNYc0FuTER4ZkFkN1k0NTl6SlBMb1B6cWlsV3NjVGpwcmtxSlhnMC1iODR1aFd0YlQ0WndpaVVFSEo5UEVrSG0zeWFHaHhFRlFLN0hNZXpNdnlZV3N5ZlBxTjlIMG5QQWhzNVplX2VaazJEZDlKWDRXZWdnUTBCUDItclpwalh6dGJfSDh5dU9henpQaURmb0labzlfN3NGZ21DXy1KMllOTUlBRHUtSzlrVUdkV0oyVVdTeUtnQ1ZucFZMNEI3dw?oc=5&hl=en-US&gl=US&ceid=US:en,Ensino,Imprensa Local,Geral / Não Especificado
2024-10-24,Ifba e IF Baiano abriram novos processos seletivos com quase de 50 vagas para professor em oito cidades,Agência Sertão,https://news.google.com/rss/articles/CBMi2AFBVV95cUxPbWVtUFlmUzBndW02LXd6VkQ1NTE5UXV0WC1RVjRIdk9WbDR6UHlVTDBPTnRVZkJhaXNpUnc2QkpncjFDa2lSdXRSa0JROEFPME1mcENZM1laNkRiLV9uWUMxcGFJeUdzYmR2MzNnSHZfaEtWRWVET1J1amsxYmNjLW5tU05OLWgyUGR0MVVGQnduRXV4QUJnSVk0UW1EQ3FCeGd4U0tUcU1HRTU2dTBpNzhOTmprUVJiVjFST21RVkxzMlJ4dU1pRmdGWVFING1QajZ2aEUybEjSAdgBQVVfeXFMT21lbVBZZlMwZ3VtNi13elZENTUxOVF1dFgtUVY0SHZPVmw0elB5VUwwT050VWZCYWlzaVJ3NkJKZ3IxQ2tpUnV0UmtCUThBTzBNZnBDWTNZWjZEYi1fbllDMXBhSXlHc2JkdjMzZ0h2X2hLVkVlRE9SdWprMWJjYy1ubVNOTi1oMlBkdDFVRkJ3bkV1eEFCZ0lZNFFtRENxQnhneFNLVHFNR0U1NnUwaTc4Tk5qa1FSYlYxUk9tUVZMczJSeHVNaUZnRllRSDRtUGo2dmhFMmxI?oc=5&hl=en-US&gl=US&ceid=US:en,Gestão e RH,Imprensa Local,Geral / Não Especificado
2024-10-17,IF Baiano e Ifba ofertam 20 vagas para professor em três cidades,Agência Sertão,https://news.google.com/rss/articles/CBMipAFBVV95cUxNcHhUQTJnOEE1dTdZM0o5SmVWbk9oV3VDbjJ0WXdKVzJXZ3djUkFvMVVpQTNTQkxna2lTM0psSzBlcFhKWFg0eFNlTWFrREltb3lTTHktNTNaeVNrRjhXSkRzQkRkenlxU3RqYi0xV2Nrd0VBUmtxbGJ3YXFuckcxSmgzLU5vMlZwQ3NkQV93YVNKRXF5dWxVeHloQVJ4NkdxSmZBR9IBpAFBVV95cUxNcHhUQTJnOEE1dTdZM0o5SmVWbk9oV3VDbjJ0WXdKVzJXZ3djUkFvMVVpQTNTQkxna2lTM0psSzBlcFhKWFg0eFNlTWFrREltb3lTTHktNTNaeVNrRjhXSkRzQkRkenlxU3RqYi0xV2Nrd0VBUmtxbGJ3YXFuckcxSmgzLU5vMlZwQ3NkQV93YVNKRXF5dWxVeHloQVJ4NkdxSmZBRw?oc=5&hl=en-US&gl=US&ceid=US:en,Gestão e RH,Imprensa Local,Geral / Não Especificado
2024-10-10,Estão abertas as inscrições para o processo seletivo do @ifbaiano.govmangabeira !,Prefeitura de Cabaceiras do Paraguaçu,https://news.google.com/rss/articles/CBMizgFBVV95cUxQU2I1YkhxcHdyRmtGYnF3eUJtQ093MnlsSzlXeE1LMlhweUZtX2lwLW11cFZ0SEZic3B2QTR0Q0FpdUdxbVg3WUE1RWYyaEplY2pVcW1jRUFiN1M5dkhhN1BzVXk0ckR0NlZDNHRtNVBKaTQ2QTBZNjdJZFRsTEVkQkh1dkk1aE5kZ2Q4WUFGa3RGeUhBN2k5RExmVHBpTkxLdE13TENtNHBfZHVWNU9tS19NMFk2UmY3V0l3ZUVkX2VsMmZLc0p5MlNRSlk0QQ?oc=5&hl=en-US&gl=US&ceid=US:en,Gestão e RH,Governamental,Governador Mangabeira
2024-10-09,Remanso: homologada Licitação para construção do Campus IF Baiano,Preto no Branco | Com Sibelle Fonseca,https://news.google.com/rss/articles/CBMiqAFBVV95cUxQbFFxdjRvVkNVWk1EQmlBOE9PaEJGTkR6WWg3QUk4UnFGVEtKUXpIQXBZMXMxSU1TQ3pGVDRFYndoWlNrU0s2b29hRk5VN21RTEotakFyb1RrNGZ4Z3liRGotTTVsQkdmY1VRMXBFUzJVdk4ybTVtQ2l6SEVzMmljZlNPMkM5dDVvMVJiTVJMVDYwdzMwdmllQXNqaVNJZUlUWjBEbXNBdG8?oc=5&hl=en-US&gl=US&ceid=US:en,Institucional,Imprensa Local,Remanso
2024-10-03,"IFBaiano visita CRV Costa do Cacau, Ilhéus",O trombone,https://www.otrombone.com.br/estudantes-do-ifbaiano-ilheus-visitam-a-cvr-costa-do-cacau/,Institucional,Imprensa Local,Geral / Não Especificado
2024-10-01,IF Baiano abre 64 vagas para cursos técnicos em Bom Jesus da Lapa - iBahia,iBahia,https://news.google.com/rss/articles/CBMiswFBVV95cUxNS0JEVWVGTVhyRFZHb09McE9qdmdwZmZuQ3hYVWx0VzEwbURjVmwtbFpTV08zbnFSZWRlNWFETEpZbFYyZTlackZvTzd4Q21VME1sNi01a0RLbHRQWnFGcFF0amxsRzNjc1dKaUg0YlVITWtBeFEzNVJHeWJYY29hX0otN1hXS25BM0lyZkdUNW1xM05BNFRjbWY3Yk9hM2VWRFFyT0YwNUlQQ0wtdGdOWnIwSdIBuwFBVV95cUxPZXNQSkdhOUhmbUY0WkJleVhjckN2eDl3bW1obHJwWUFha0dfZmdkV3JpTUZHRjJ0V0ZnZjdOSFNsVEw5M0Z5b0dqZ0NqZm9ybHhwVnpIRll0bHZra2F3ZTh0VDRWQnl2YU51clpaOGl5eHFLVEI3Nms3RXhnTjM5WEtnaDB6X2VwRHJxMklnWFZhY1pwRGxEVVd0QmZzT3dHclo0akp0eFJ5R2pjUlVjVFhCNlhMMk5vbmpJ?oc=5&hl=en-US&gl=US&ceid=US:en,Gestão e RH,Imprensa Regional (Bahia),Bom Jesus da Lapa
2024-10-01,IF Baiano abre inscrições para 76 vagas remanescentes em Catu,Mais Região,https://news.google.com/rss/articles/CBMiqAFBVV95cUxQY1JySlFJTHBLdWx3YVF4V2VkU2VIdUJVQXNyNXo3ZkxmbXhxS19Gd3BGZUZkenROZU8ybWF1QW9BaVg1NndFaWtmbEl3YW0zbmo3clpVRzlQUTROQ0NRRFpDZnhPUUwtOVdPeFJodjZsdE1Weld3R0VGNGhEdGhxaXBMOGlCb1RKM0VNRG05dlY5cGY5QkdEdTFxWGVvMzVzSXgzX1p3bGI?oc=5&hl=en-US&gl=US&ceid=US:en,Gestão e RH,Imprensa Local,Catu
2024-10-01,IF Baiano abre vagas para cursos técnicos em Bom Jesus da Lapa,Agência Sertão,https://news.google.com/rss/articles/CBMiogFBVV95cUxPSWdaaFI1aWlnZ2dWbV9oSDBBWkNuWGxJMjQ3OUZnbm80U3V5d0hwangtOUFReWxfWFplSktZUi0zekpUb3MwQ1U4cU5lUmcySWJxVXNURm1SX3gtQVNTR0xwdG5iVmVqWTJPLS1oRmlDb1lNMjRUVG41S1BNcDdBVU5NaVFrZkNySE5IbEI0dGQyai1Ua2VWWGQ4bkRjMEowRFHSAaIBQVVfeXFMT0lnWmhSNWlpZ2dnVm1faEgwQVpDblhsSTI0NzlGZ25vNFN1eXdIcGp4LTlBUXlsX1haZUpLWVItM3pKVG9zMENVOHFOZVJnMklicVVzVEZtUl94LUFTU0dMcHRuYlZlalkyTy0taEZpQ29ZTTI0VFRuNUtQTXA3QVVOTWlRa2ZDckhOSGxCNHRkMmotVGtlVlhkOG5EYzBKMERR?oc=5&hl=en-US&gl=US&ceid=US:en,Gestão e RH,Imprensa Local,Bom Jesus da Lapa
2024-09-26,IF Baiano abre mais de 2 mil vagas para cursos técnicos; veja lista - iBahia,iBahia,https://news.google.com/rss/articles/CBMitAFBVV95cUxNMWQ3R1hkYzQxeEp6Y2wySC1HenQ2eVJHNl9taERwNEM4X1JKSEo5bWs3RFA1bW85LTRCZHQ4Qy1uNHItZDZydXBiejRZUGM4cHQyLU9leWdCM1BnbGZscktGWXBfNTEtM2RZcTN5NlhmM1hiRG1TWm05c3dKVmdfeHV1bWlWSElBN3dpWFEyQUMyTGpxaTFGQm55US13cmx2ZDlfQm1hc2J3UVhXZjdvcUhkdnrSAbwBQVVfeXFMTmJVMjQxMkpqa3Y4dW1oUjJQME1EQk5lM0JmUi02ZjVWWUJRcDJ4c2d5UFU3TjNJRzhaQlRoNl9zMFkwdFRmb3JUeWZnak43cnBMVkxtaGV4a3lwQXd3ZXFtcnNmVEZaemliNDBBTUVMSXNjWnI5WmdqTkZPbTBpU0ZVYlg0VWZfUlZ3NVd1d2MyQTFRd3B3aFJQVDhpQkVZdjhEUWxhWHR3ZmRscWhLWGRjOEYwMm9HUDYtOUE?oc=5&hl=en-US&gl=US&ceid=US:en,Gestão e RH,Imprensa Regional (Bahia),Geral / Não Especificado
